case_id,start_time,end_time,Activity,defectFixed,defectType,numberRepairs,Role,phoneType
601,2017-01-14T18:23:00,2017-01-14T18:29:00,Test Repair,FALSE,,2,Tester3,
601,2017-01-14T18:37:00,2017-01-14T18:37:00,Restart Repair,,,,System,
601,2017-01-14T18:37:00,2017-01-14T18:51:00,Repair (Simple),,,,SolverS2,
601,2017-01-14T18:51:00,2017-01-14T18:59:00,Test Repair,FALSE,,3,Tester5,
601,2017-01-14T19:07:00,2017-01-14T19:07:00,Archive Repair,FALSE,,3,System,
602,2017-01-14T11:51:00,2017-01-14T11:51:00,Register,,,,System,
602,2017-01-14T11:51:00,2017-01-14T12:00:00,Analyze Defect,,2,,Tester2,T1
602,2017-01-14T12:04:00,2017-01-14T12:10:00,Repair (Simple),,,,SolverS1,
602,2017-01-14T12:10:00,2017-01-14T12:16:00,Test Repair,FALSE,,1,Tester6,
602,2017-01-14T12:22:00,2017-01-14T12:22:00,Restart Repair,,,,System,
602,2017-01-14T12:22:00,2017-01-14T12:36:00,Repair (Simple),,,,SolverS3,
602,2017-01-14T12:36:00,2017-01-14T12:45:00,Test Repair,TRUE,,2,Tester2,
602,2017-01-14T12:50:00,2017-01-14T12:50:00,Inform User,,,,System,
602,2017-01-14T12:52:00,2017-01-14T12:52:00,Archive Repair,TRUE,,2,System,
603,2017-01-14T03:43:00,2017-01-14T03:43:00,Register,,,,System,
603,2017-01-14T03:43:00,2017-01-14T03:48:00,Analyze Defect,,4,,Tester2,T3
603,2017-01-14T04:01:00,2017-01-14T04:07:00,Repair (Simple),,,,SolverS1,
603,2017-01-14T04:07:00,2017-01-14T04:17:00,Test Repair,FALSE,,1,Tester6,
603,2017-01-14T04:12:00,2017-01-14T04:12:00,Inform User,,,,System,
603,2017-01-14T04:24:00,2017-01-14T04:24:00,Restart Repair,,,,System,
603,2017-01-14T04:24:00,2017-01-14T04:29:00,Repair (Simple),,,,SolverS1,
603,2017-01-14T04:29:00,2017-01-14T04:34:00,Test Repair,FALSE,,2,Tester2,
603,2017-01-14T04:43:00,2017-01-14T04:43:00,Restart Repair,,,,System,
603,2017-01-14T04:43:00,2017-01-14T04:48:00,Repair (Simple),,,,SolverS1,
603,2017-01-14T04:48:00,2017-01-14T04:58:00,Test Repair,FALSE,,3,Tester3,
603,2017-01-14T05:08:00,2017-01-14T05:08:00,Archive Repair,FALSE,,3,System,
604,2017-01-13T16:07:00,2017-01-13T16:07:00,Register,,,,System,
604,2017-01-13T16:07:00,2017-01-13T16:13:00,Analyze Defect,,8,,Tester2,T2
604,2017-01-13T16:30:00,2017-01-13T16:46:00,Repair (Complex),,,,SolverC2,
604,2017-01-13T16:36:00,2017-01-13T16:36:00,Inform User,,,,System,
604,2017-01-13T16:46:00,2017-01-13T16:55:00,Test Repair,TRUE,,0,Tester1,
604,2017-01-13T17:02:00,2017-01-13T17:02:00,Archive Repair,TRUE,,0,System,
605,2017-01-13T15:20:00,2017-01-13T15:20:00,Register,,,,System,
605,2017-01-13T15:20:00,2017-01-13T15:25:00,Analyze Defect,,4,,Tester5,T1
605,2017-01-13T15:27:00,2017-01-13T15:32:00,Repair (Simple),,,,SolverS1,
605,2017-01-13T15:32:00,2017-01-13T15:42:00,Test Repair,FALSE,,1,Tester3,
605,2017-01-13T15:48:00,2017-01-13T15:48:00,Restart Repair,,,,System,
605,2017-01-13T15:48:00,2017-01-13T15:54:00,Repair (Simple),,,,SolverS2,
605,2017-01-13T15:54:00,2017-01-13T16:01:00,Test Repair,TRUE,,2,Tester1,
605,2017-01-13T16:00:00,2017-01-13T16:00:00,Inform User,,,,System,
605,2017-01-13T16:07:00,2017-01-13T16:07:00,Archive Repair,TRUE,,2,System,
606,2017-01-14T19:27:00,2017-01-14T19:27:00,Register,,,,System,
606,2017-01-14T19:27:00,2017-01-14T19:33:00,Analyze Defect,,5,,Tester4,T2
606,2017-01-14T19:53:00,2017-01-14T20:05:00,Repair (Complex),,,,SolverC2,
606,2017-01-14T19:56:00,2017-01-14T19:56:00,Inform User,,,,System,
606,2017-01-14T20:05:00,2017-01-14T20:15:00,Test Repair,TRUE,,0,Tester4,
606,2017-01-14T20:22:00,2017-01-14T20:22:00,Archive Repair,TRUE,,0,System,
607,2017-01-14T08:03:00,2017-01-14T08:03:00,Register,,,,System,
607,2017-01-14T08:03:00,2017-01-14T08:11:00,Analyze Defect,,9,,Tester5,T2
607,2017-01-14T08:29:00,2017-01-14T08:49:00,Repair (Complex),,,,SolverC2,
607,2017-01-14T08:42:00,2017-01-14T08:42:00,Inform User,,,,System,
607,2017-01-14T08:49:00,2017-01-14T08:57:00,Test Repair,TRUE,,0,Tester2,
607,2017-01-14T09:07:00,2017-01-14T09:07:00,Archive Repair,TRUE,,0,System,
608,2017-01-13T18:25:00,2017-01-13T18:25:00,Register,,,,System,
608,2017-01-13T18:25:00,2017-01-13T18:35:00,Analyze Defect,,2,,Tester1,T2
608,2017-01-13T18:56:00,2017-01-13T19:01:00,Repair (Simple),,,,SolverS1,
608,2017-01-13T19:01:00,2017-01-13T19:06:00,Test Repair,FALSE,,1,Tester1,
608,2017-01-13T19:16:00,2017-01-13T19:16:00,Restart Repair,,,,System,
608,2017-01-13T19:16:00,2017-01-13T19:22:00,Repair (Simple),,,,SolverS1,
608,2017-01-13T19:21:00,2017-01-13T19:21:00,Inform User,,,,System,
608,2017-01-13T19:22:00,2017-01-13T19:31:00,Test Repair,FALSE,,2,Tester4,
608,2017-01-13T19:36:00,2017-01-13T19:36:00,Restart Repair,,,,System,
608,2017-01-13T19:36:00,2017-01-13T19:42:00,Repair (Simple),,,,SolverS1,
608,2017-01-13T19:42:00,2017-01-13T19:47:00,Test Repair,FALSE,,3,Tester5,
608,2017-01-13T19:55:00,2017-01-13T19:55:00,Archive Repair,FALSE,,3,System,
609,2017-01-14T18:19:00,2017-01-14T18:19:00,Register,,,,System,
609,2017-01-14T18:19:00,2017-01-14T18:26:00,Analyze Defect,,2,,Tester4,T3
609,2017-01-14T18:43:00,2017-01-14T18:48:00,Repair (Simple),,,,SolverS1,
609,2017-01-14T18:48:00,2017-01-14T18:56:00,Test Repair,FALSE,,1,Tester1,
609,2017-01-14T19:05:00,2017-01-14T19:05:00,Restart Repair,,,,System,
609,2017-01-14T19:05:00,2017-01-14T19:25:00,Repair (Simple),,,,SolverS3,
609,2017-01-14T19:12:00,2017-01-14T19:12:00,Inform User,,,,System,
609,2017-01-14T19:25:00,2017-01-14T19:34:00,Test Repair,TRUE,,2,Tester3,
609,2017-01-14T19:43:00,2017-01-14T19:43:00,Archive Repair,TRUE,,2,System,
61,2017-01-02T11:47:00,2017-01-02T11:47:00,Register,,,,System,
61,2017-01-02T11:47:00,2017-01-02T11:53:00,Analyze Defect,,3,,Tester3,T3
61,2017-01-02T12:11:00,2017-01-02T12:17:00,Repair (Simple),,,,SolverS1,
61,2017-01-02T12:15:00,2017-01-02T12:15:00,Inform User,,,,System,
61,2017-01-02T12:17:00,2017-01-02T12:27:00,Test Repair,FALSE,,1,Tester1,
61,2017-01-02T12:34:00,2017-01-02T12:34:00,Restart Repair,,,,System,
61,2017-01-02T12:34:00,2017-01-02T12:45:00,Repair (Simple),,,,SolverS2,
61,2017-01-02T12:45:00,2017-01-02T12:53:00,Test Repair,FALSE,,2,Tester4,
61,2017-01-02T13:00:00,2017-01-02T13:00:00,Restart Repair,,,,System,
61,2017-01-02T13:00:00,2017-01-02T13:17:00,Repair (Simple),,,,SolverS3,
61,2017-01-02T13:17:00,2017-01-02T13:24:00,Test Repair,TRUE,,3,Tester2,
61,2017-01-02T13:32:00,2017-01-02T13:32:00,Archive Repair,TRUE,,3,System,
610,2017-01-14T17:00:00,2017-01-14T17:00:00,Register,,,,System,
610,2017-01-14T17:00:00,2017-01-14T17:10:00,Analyze Defect,,7,,Tester2,T3
610,2017-01-14T17:33:00,2017-01-14T17:49:00,Repair (Complex),,,,SolverC2,
610,2017-01-14T17:36:00,2017-01-14T17:36:00,Inform User,,,,System,
610,2017-01-14T17:49:00,2017-01-14T17:54:00,Test Repair,TRUE,,0,Tester6,
610,2017-01-14T18:03:00,2017-01-14T18:03:00,Archive Repair,TRUE,,0,System,
611,2017-01-14T12:21:00,2017-01-14T12:21:00,Register,,,,System,
611,2017-01-14T12:21:00,2017-01-14T12:28:00,Analyze Defect,,5,,Tester6,T2
611,2017-01-14T12:43:00,2017-01-14T13:25:00,Repair (Complex),,,,SolverC3,
611,2017-01-14T12:46:00,2017-01-14T12:46:00,Inform User,,,,System,
611,2017-01-14T13:25:00,2017-01-14T13:34:00,Test Repair,TRUE,,0,Tester1,
611,2017-01-14T13:40:00,2017-01-14T13:40:00,Archive Repair,TRUE,,0,System,
612,2017-01-14T01:11:00,2017-01-14T01:11:00,Register,,,,System,
612,2017-01-14T01:11:00,2017-01-14T01:21:00,Analyze Defect,,7,,Tester1,T2
612,2017-01-14T01:40:00,2017-01-14T01:40:00,Inform User,,,,System,
612,2017-01-14T01:49:00,2017-01-14T02:04:00,Repair (Complex),,,,SolverC1,
612,2017-01-14T02:04:00,2017-01-14T02:10:00,Test Repair,TRUE,,0,Tester1,
612,2017-01-14T02:20:00,2017-01-14T02:20:00,Archive Repair,TRUE,,0,System,
613,2017-01-15T04:09:00,2017-01-15T04:09:00,Register,,,,System,
613,2017-01-15T04:09:00,2017-01-15T04:14:00,Analyze Defect,,8,,Tester4,T3
613,2017-01-15T04:16:00,2017-01-15T04:29:00,Repair (Complex),,,,SolverC2,
613,2017-01-15T04:29:00,2017-01-15T04:35:00,Test Repair,TRUE,,0,Tester6,
613,2017-01-15T04:52:00,2017-01-15T04:52:00,Inform User,,,,System,
613,2017-01-15T04:52:00,2017-01-15T04:52:00,Archive Repair,TRUE,,0,System,
614,2017-01-14T00:41:00,2017-01-14T00:41:00,Register,,,,System,
614,2017-01-14T00:41:00,2017-01-14T00:48:00,Analyze Defect,,2,,Tester3,T3
614,2017-01-14T00:54:00,2017-01-14T01:03:00,Repair (Simple),,,,SolverS2,
614,2017-01-14T01:03:00,2017-01-14T01:13:00,Test Repair,FALSE,,1,Tester3,
614,2017-01-14T01:19:00,2017-01-14T01:19:00,Restart Repair,,,,System,
614,2017-01-14T01:19:00,2017-01-14T01:39:00,Repair (Simple),,,,SolverS3,
614,2017-01-14T01:25:00,2017-01-14T01:25:00,Inform User,,,,System,
614,2017-01-14T01:39:00,2017-01-14T01:49:00,Test Repair,TRUE,,2,Tester3,
614,2017-01-14T01:56:00,2017-01-14T01:56:00,Archive Repair,TRUE,,2,System,
615,2017-01-13T18:02:00,2017-01-13T18:02:00,Register,,,,System,
615,2017-01-13T18:02:00,2017-01-13T18:08:00,Analyze Defect,,2,,Tester6,T3
615,2017-01-13T18:32:00,2017-01-13T18:47:00,Repair (Simple),,,,SolverS2,
615,2017-01-13T18:45:00,2017-01-13T18:45:00,Inform User,,,,System,
615,2017-01-13T18:47:00,2017-01-13T18:53:00,Test Repair,FALSE,,1,Tester5,
615,2017-01-13T19:01:00,2017-01-13T19:01:00,Restart Repair,,,,System,
615,2017-01-13T19:01:00,2017-01-13T19:08:00,Repair (Simple),,,,SolverS1,
615,2017-01-13T19:08:00,2017-01-13T19:16:00,Test Repair,FALSE,,2,Tester2,
615,2017-01-13T19:26:00,2017-01-13T19:26:00,Restart Repair,,,,System,
615,2017-01-13T19:26:00,2017-01-13T19:34:00,Repair (Simple),,,,SolverS2,
615,2017-01-13T19:34:00,2017-01-13T19:43:00,Test Repair,FALSE,,3,Tester2,
615,2017-01-13T19:52:00,2017-01-13T19:52:00,Archive Repair,FALSE,,3,System,
616,2017-01-14T01:21:00,2017-01-14T01:21:00,Register,,,,System,
616,2017-01-14T01:21:00,2017-01-14T01:28:00,Analyze Defect,,9,,Tester1,T3
616,2017-01-14T01:39:00,2017-01-14T02:29:00,Repair (Complex),,,,SolverC3,
616,2017-01-14T02:08:00,2017-01-14T02:08:00,Inform User,,,,System,
616,2017-01-14T02:29:00,2017-01-14T02:35:00,Test Repair,TRUE,,0,Tester3,
616,2017-01-14T02:40:00,2017-01-14T02:40:00,Archive Repair,TRUE,,0,System,
617,2017-01-14T05:52:00,2017-01-14T05:52:00,Register,,,,System,
617,2017-01-14T05:52:00,2017-01-14T06:01:00,Analyze Defect,,6,,Tester2,T1
617,2017-01-14T06:06:00,2017-01-14T06:20:00,Repair (Simple),,,,SolverS3,
617,2017-01-14T06:17:00,2017-01-14T06:17:00,Inform User,,,,System,
617,2017-01-14T06:20:00,2017-01-14T06:30:00,Test Repair,TRUE,,1,Tester5,
617,2017-01-14T06:39:00,2017-01-14T06:39:00,Archive Repair,TRUE,,1,System,
618,2017-01-14T20:55:00,2017-01-14T20:55:00,Register,,,,System,
618,2017-01-14T20:55:00,2017-01-14T21:05:00,Analyze Defect,,1,,Tester3,T3
618,2017-01-14T21:32:00,2017-01-14T21:32:00,Inform User,,,,System,
618,2017-01-14T21:35:00,2017-01-14T21:50:00,Repair (Simple),,,,SolverS2,
618,2017-01-14T21:50:00,2017-01-14T21:57:00,Test Repair,TRUE,,1,Tester5,
618,2017-01-14T22:06:00,2017-01-14T22:06:00,Archive Repair,TRUE,,1,System,
619,2017-01-15T04:42:00,2017-01-15T04:42:00,Register,,,,System,
619,2017-01-15T04:42:00,2017-01-15T04:51:00,Analyze Defect,,7,,Tester4,T1
619,2017-01-15T05:11:00,2017-01-15T05:58:00,Repair (Complex),,,,SolverC3,
619,2017-01-15T05:41:00,2017-01-15T05:41:00,Inform User,,,,System,
619,2017-01-15T05:58:00,2017-01-15T06:08:00,Test Repair,TRUE,,0,Tester2,
619,2017-01-15T06:17:00,2017-01-15T06:17:00,Archive Repair,TRUE,,0,System,
62,2017-01-02T16:13:00,2017-01-02T16:13:00,Register,,,,System,
62,2017-01-02T16:13:00,2017-01-02T16:20:00,Analyze Defect,,1,,Tester5,T1
62,2017-01-02T16:26:00,2017-01-02T16:33:00,Repair (Simple),,,,SolverS1,
62,2017-01-02T16:33:00,2017-01-02T16:42:00,Test Repair,FALSE,,1,Tester1,
62,2017-01-02T16:43:00,2017-01-02T16:43:00,Inform User,,,,System,
62,2017-01-02T16:51:00,2017-01-02T16:51:00,Restart Repair,,,,System,
62,2017-01-02T16:51:00,2017-01-02T16:58:00,Repair (Simple),,,,SolverS2,
62,2017-01-02T16:58:00,2017-01-02T17:05:00,Test Repair,TRUE,,2,Tester6,
62,2017-01-02T17:11:00,2017-01-02T17:11:00,Archive Repair,TRUE,,2,System,
620,2017-01-14T00:50:00,2017-01-14T00:50:00,Register,,,,System,
620,2017-01-14T00:50:00,2017-01-14T00:57:00,Analyze Defect,,1,,Tester2,T1
620,2017-01-14T01:11:00,2017-01-14T01:18:00,Repair (Simple),,,,SolverS1,
620,2017-01-14T01:18:00,2017-01-14T01:26:00,Test Repair,FALSE,,1,Tester2,
620,2017-01-14T01:23:00,2017-01-14T01:23:00,Inform User,,,,System,
620,2017-01-14T01:33:00,2017-01-14T01:33:00,Restart Repair,,,,System,
620,2017-01-14T01:33:00,2017-01-14T01:46:00,Repair (Simple),,,,SolverS2,
620,2017-01-14T01:46:00,2017-01-14T01:55:00,Test Repair,TRUE,,2,Tester1,
620,2017-01-14T02:02:00,2017-01-14T02:02:00,Archive Repair,TRUE,,2,System,
621,2017-01-15T05:56:00,2017-01-15T05:56:00,Register,,,,System,
621,2017-01-15T05:56:00,2017-01-15T06:06:00,Analyze Defect,,2,,Tester5,T2
621,2017-01-15T06:26:00,2017-01-15T06:33:00,Repair (Simple),,,,SolverS2,
621,2017-01-15T06:33:00,2017-01-15T06:43:00,Test Repair,FALSE,,1,Tester2,
621,2017-01-15T06:50:00,2017-01-15T06:50:00,Restart Repair,,,,System,
621,2017-01-15T06:50:00,2017-01-15T06:55:00,Repair (Simple),,,,SolverS2,
621,2017-01-15T06:52:00,2017-01-15T06:52:00,Inform User,,,,System,
621,2017-01-15T06:55:00,2017-01-15T07:03:00,Test Repair,TRUE,,2,Tester3,
621,2017-01-15T07:13:00,2017-01-15T07:13:00,Archive Repair,TRUE,,2,System,
622,2017-01-14T15:55:00,2017-01-14T15:55:00,Register,,,,System,
622,2017-01-14T15:55:00,2017-01-14T16:02:00,Analyze Defect,,2,,Tester1,T1
622,2017-01-14T16:24:00,2017-01-14T16:42:00,Repair (Simple),,,,SolverS3,
622,2017-01-14T16:25:00,2017-01-14T16:25:00,Inform User,,,,System,
622,2017-01-14T16:42:00,2017-01-14T16:51:00,Test Repair,TRUE,,1,Tester4,
622,2017-01-14T17:01:00,2017-01-14T17:01:00,Archive Repair,TRUE,,1,System,
623,2017-01-13T21:32:00,2017-01-13T21:32:00,Register,,,,System,
623,2017-01-13T21:32:00,2017-01-13T21:38:00,Analyze Defect,,1,,Tester2,T3
623,2017-01-13T21:55:00,2017-01-13T21:55:00,Inform User,,,,System,
623,2017-01-13T22:04:00,2017-01-13T22:23:00,Repair (Simple),,,,SolverS3,
623,2017-01-13T22:23:00,2017-01-13T22:28:00,Test Repair,TRUE,,1,Tester6,
623,2017-01-13T22:35:00,2017-01-13T22:35:00,Archive Repair,TRUE,,1,System,
624,2017-01-14T23:06:00,2017-01-14T23:06:00,Register,,,,System,
624,2017-01-14T23:06:00,2017-01-14T23:13:00,Analyze Defect,,2,,Tester4,T3
624,2017-01-14T23:31:00,2017-01-14T23:31:00,Inform User,,,,System,
624,2017-01-14T23:35:00,2017-01-14T23:46:00,Repair (Simple),,,,SolverS2,
624,2017-01-14T23:46:00,2017-01-14T23:51:00,Test Repair,TRUE,,1,Tester6,
624,2017-01-14T23:56:00,2017-01-14T23:56:00,Archive Repair,TRUE,,1,System,
625,2017-01-13T22:58:00,2017-01-13T22:58:00,Register,,,,System,
625,2017-01-13T22:58:00,2017-01-13T23:05:00,Analyze Defect,,2,,Tester5,T1
625,2017-01-13T23:25:00,2017-01-13T23:25:00,Inform User,,,,System,
625,2017-01-13T23:29:00,2017-01-13T23:49:00,Repair (Simple),,,,SolverS3,
625,2017-01-13T23:49:00,2017-01-13T23:58:00,Test Repair,TRUE,,1,Tester2,
625,2017-01-14T00:07:00,2017-01-14T00:07:00,Archive Repair,TRUE,,1,System,
626,2017-01-14T09:26:00,2017-01-14T09:26:00,Register,,,,System,
626,2017-01-14T09:26:00,2017-01-14T09:36:00,Analyze Defect,,3,,Tester2,T3
626,2017-01-14T09:48:00,2017-01-14T09:59:00,Repair (Simple),,,,SolverS3,
626,2017-01-14T09:59:00,2017-01-14T10:08:00,Test Repair,TRUE,,1,Tester4,
626,2017-01-14T10:06:00,2017-01-14T10:06:00,Inform User,,,,System,
626,2017-01-14T10:17:00,2017-01-14T10:17:00,Archive Repair,TRUE,,1,System,
627,2017-01-14T20:08:00,2017-01-14T20:08:00,Register,,,,System,
627,2017-01-14T20:08:00,2017-01-14T20:17:00,Analyze Defect,,3,,Tester2,T3
627,2017-01-14T20:32:00,2017-01-14T20:32:00,Inform User,,,,System,
627,2017-01-14T20:37:00,2017-01-14T20:44:00,Repair (Simple),,,,SolverS1,
627,2017-01-14T20:44:00,2017-01-14T20:49:00,Test Repair,FALSE,,1,Tester4,
627,2017-01-14T20:55:00,2017-01-14T20:55:00,Restart Repair,,,,System,
627,2017-01-14T20:55:00,2017-01-14T21:01:00,Repair (Simple),,,,SolverS2,
627,2017-01-14T21:01:00,2017-01-14T21:07:00,Test Repair,FALSE,,2,Tester6,
627,2017-01-14T21:15:00,2017-01-14T21:15:00,Restart Repair,,,,System,
627,2017-01-14T21:15:00,2017-01-14T21:35:00,Repair (Simple),,,,SolverS3,
627,2017-01-14T21:35:00,2017-01-14T21:43:00,Test Repair,TRUE,,3,Tester5,
627,2017-01-14T21:53:00,2017-01-14T21:53:00,Archive Repair,TRUE,,3,System,
628,2017-01-14T22:49:00,2017-01-14T22:49:00,Register,,,,System,
628,2017-01-14T22:49:00,2017-01-14T22:54:00,Analyze Defect,,4,,Tester1,T3
628,2017-01-14T23:08:00,2017-01-14T23:20:00,Repair (Simple),,,,SolverS2,
628,2017-01-14T23:20:00,2017-01-14T23:29:00,Test Repair,FALSE,,1,Tester4,
628,2017-01-14T23:28:00,2017-01-14T23:28:00,Inform User,,,,System,
628,2017-01-14T23:39:00,2017-01-14T23:39:00,Restart Repair,,,,System,
628,2017-01-14T23:39:00,2017-01-14T23:46:00,Repair (Simple),,,,SolverS1,
628,2017-01-14T23:46:00,2017-01-14T23:53:00,Test Repair,FALSE,,2,Tester1,
628,2017-01-15T00:03:00,2017-01-15T00:03:00,Restart Repair,,,,System,
628,2017-01-15T00:03:00,2017-01-15T00:23:00,Repair (Simple),,,,SolverS3,
628,2017-01-15T00:23:00,2017-01-15T00:29:00,Test Repair,TRUE,,3,Tester5,
628,2017-01-15T00:39:00,2017-01-15T00:39:00,Archive Repair,TRUE,,3,System,
629,2017-01-15T01:33:00,2017-01-15T01:33:00,Register,,,,System,
629,2017-01-15T01:33:00,2017-01-15T01:42:00,Analyze Defect,,5,,Tester3,T1
629,2017-01-15T02:07:00,2017-01-15T02:17:00,Repair (Simple),,,,SolverS3,
629,2017-01-15T02:12:00,2017-01-15T02:12:00,Inform User,,,,System,
629,2017-01-15T02:17:00,2017-01-15T02:26:00,Test Repair,TRUE,,1,Tester6,
629,2017-01-15T02:33:00,2017-01-15T02:33:00,Archive Repair,TRUE,,1,System,
63,2017-01-04T00:45:00,2017-01-04T00:45:00,Register,,,,System,
63,2017-01-04T00:45:00,2017-01-04T00:55:00,Analyze Defect,,10,,Tester2,T1
63,2017-01-04T01:06:00,2017-01-04T01:49:00,Repair (Complex),,,,SolverC3,
63,2017-01-04T01:14:00,2017-01-04T01:14:00,Inform User,,,,System,
63,2017-01-04T01:49:00,2017-01-04T01:58:00,Test Repair,TRUE,,0,Tester1,
63,2017-01-04T02:03:00,2017-01-04T02:03:00,Archive Repair,TRUE,,0,System,
630,2017-01-14T18:57:00,2017-01-14T18:57:00,Register,,,,System,
630,2017-01-14T18:57:00,2017-01-14T19:02:00,Analyze Defect,,3,,Tester6,T3
630,2017-01-14T19:20:00,2017-01-14T19:26:00,Repair (Simple),,,,SolverS1,
630,2017-01-14T19:26:00,2017-01-14T19:35:00,Test Repair,FALSE,,1,Tester6,
630,2017-01-14T19:41:00,2017-01-14T19:41:00,Restart Repair,,,,System,
630,2017-01-14T19:41:00,2017-01-14T20:00:00,Repair (Simple),,,,SolverS3,
630,2017-01-14T19:45:00,2017-01-14T19:45:00,Inform User,,,,System,
630,2017-01-14T20:00:00,2017-01-14T20:07:00,Test Repair,TRUE,,2,Tester2,
630,2017-01-14T20:12:00,2017-01-14T20:12:00,Archive Repair,TRUE,,2,System,
631,2017-01-15T09:53:00,2017-01-15T09:53:00,Register,,,,System,
631,2017-01-15T09:53:00,2017-01-15T10:02:00,Analyze Defect,,2,,Tester2,T1
631,2017-01-15T10:15:00,2017-01-15T10:21:00,Repair (Simple),,,,SolverS1,
631,2017-01-15T10:19:00,2017-01-15T10:19:00,Inform User,,,,System,
631,2017-01-15T10:21:00,2017-01-15T10:29:00,Test Repair,FALSE,,1,Tester4,
631,2017-01-15T10:35:00,2017-01-15T10:35:00,Restart Repair,,,,System,
631,2017-01-15T10:35:00,2017-01-15T10:46:00,Repair (Simple),,,,SolverS3,
631,2017-01-15T10:46:00,2017-01-15T10:51:00,Test Repair,TRUE,,2,Tester2,
631,2017-01-15T10:58:00,2017-01-15T10:58:00,Archive Repair,TRUE,,2,System,
632,2017-01-15T09:02:00,2017-01-15T09:02:00,Register,,,,System,
632,2017-01-15T09:02:00,2017-01-15T09:07:00,Analyze Defect,,7,,Tester4,T2
632,2017-01-15T09:11:00,2017-01-15T09:25:00,Repair (Complex),,,,SolverC1,
632,2017-01-15T09:25:00,2017-01-15T09:35:00,Test Repair,TRUE,,0,Tester6,
632,2017-01-15T09:29:00,2017-01-15T09:29:00,Inform User,,,,System,
632,2017-01-15T09:41:00,2017-01-15T09:41:00,Archive Repair,TRUE,,0,System,
633,2017-01-15T05:55:00,2017-01-15T05:55:00,Register,,,,System,
633,2017-01-15T05:55:00,2017-01-15T06:02:00,Analyze Defect,,4,,Tester6,T3
633,2017-01-15T06:08:00,2017-01-15T06:18:00,Repair (Simple),,,,SolverS2,
633,2017-01-15T06:18:00,2017-01-15T06:27:00,Test Repair,TRUE,,1,Tester6,
633,2017-01-15T06:23:00,2017-01-15T06:23:00,Inform User,,,,System,
633,2017-01-15T06:34:00,2017-01-15T06:34:00,Archive Repair,TRUE,,1,System,
634,2017-01-15T04:30:00,2017-01-15T04:30:00,Register,,,,System,
634,2017-01-15T04:30:00,2017-01-15T04:35:00,Analyze Defect,,8,,Tester3,T2
634,2017-01-15T04:37:00,2017-01-15T04:49:00,Repair (Complex),,,,SolverC1,
634,2017-01-15T04:49:00,2017-01-15T04:55:00,Test Repair,TRUE,,0,Tester1,
634,2017-01-15T05:00:00,2017-01-15T05:00:00,Inform User,,,,System,
634,2017-01-15T05:01:00,2017-01-15T05:01:00,Archive Repair,TRUE,,0,System,
635,2017-01-15T09:40:00,2017-01-15T09:40:00,Register,,,,System,
635,2017-01-15T09:40:00,2017-01-15T09:48:00,Analyze Defect,,10,,Tester2,T2
635,2017-01-15T09:58:00,2017-01-15T10:15:00,Repair (Complex),,,,SolverC1,
635,2017-01-15T10:15:00,2017-01-15T10:25:00,Test Repair,TRUE,,0,Tester5,
635,2017-01-15T10:20:00,2017-01-15T10:20:00,Inform User,,,,System,
635,2017-01-15T10:33:00,2017-01-15T10:33:00,Archive Repair,TRUE,,0,System,
636,2017-01-15T10:19:00,2017-01-15T10:19:00,Register,,,,System,
636,2017-01-15T10:19:00,2017-01-15T10:29:00,Analyze Defect,,7,,Tester3,T1
636,2017-01-15T10:56:00,2017-01-15T10:56:00,Inform User,,,,System,
636,2017-01-15T10:58:00,2017-01-15T11:10:00,Repair (Complex),,,,SolverC2,
636,2017-01-15T11:10:00,2017-01-15T11:15:00,Test Repair,TRUE,,0,Tester5,
636,2017-01-15T11:20:00,2017-01-15T11:20:00,Archive Repair,TRUE,,0,System,
637,2017-01-14T06:45:00,2017-01-14T06:45:00,Register,,,,System,
637,2017-01-14T06:45:00,2017-01-14T06:55:00,Analyze Defect,,4,,Tester3,T1
637,2017-01-14T07:20:00,2017-01-14T07:39:00,Repair (Simple),,,,SolverS3,
637,2017-01-14T07:28:00,2017-01-14T07:28:00,Inform User,,,,System,
637,2017-01-14T07:39:00,2017-01-14T07:47:00,Test Repair,TRUE,,1,Tester1,
637,2017-01-14T07:52:00,2017-01-14T07:52:00,Archive Repair,TRUE,,1,System,
638,2017-01-15T07:16:00,2017-01-15T07:16:00,Register,,,,System,
638,2017-01-15T07:16:00,2017-01-15T07:22:00,Analyze Defect,,7,,Tester2,T3
638,2017-01-15T07:40:00,2017-01-15T08:23:00,Repair (Complex),,,,SolverC3,
638,2017-01-15T07:49:00,2017-01-15T07:49:00,Inform User,,,,System,
638,2017-01-15T08:23:00,2017-01-15T08:28:00,Test Repair,TRUE,,0,Tester4,
638,2017-01-15T08:36:00,2017-01-15T08:36:00,Archive Repair,TRUE,,0,System,
639,2017-01-15T04:07:00,2017-01-15T04:07:00,Register,,,,System,
639,2017-01-15T04:07:00,2017-01-15T04:16:00,Analyze Defect,,7,,Tester6,T1
639,2017-01-15T04:31:00,2017-01-15T05:11:00,Repair (Complex),,,,SolverC3,
639,2017-01-15T05:06:00,2017-01-15T05:06:00,Inform User,,,,System,
639,2017-01-15T05:11:00,2017-01-15T05:16:00,Test Repair,TRUE,,0,Tester6,
639,2017-01-15T05:26:00,2017-01-15T05:26:00,Archive Repair,TRUE,,0,System,
64,2017-01-03T02:40:00,2017-01-03T02:40:00,Register,,,,System,
